,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
18904,gdb_18905,CC12C3CC1C1C3N21,3.38287,2.73904,2.22685,1.7552,69.99,-0.225,0.0865,0.3116,712.2435,0.143866,-326.650233,-326.64418,-326.643235,-326.679917,25.089
37879,gdb_37880,C1C2C3OC4C3C2OC14,2.99285,2.21261,2.15461,0.966,67.91,-0.2333,0.0644,0.2976,763.6086,0.140613,-421.79574,-421.790565,-421.789621,-421.82496,23.581
5420,gdb_5421,c1coc(=O)n1C=O,4.10352,2.06493,1.37368,5.9388,54.08,-0.2471,-0.0415,0.2056,796.6854,0.072411,-434.597566,-434.591189,-434.590245,-434.6284,22.716
86694,gdb_86695,NC1CN(C=O)C1C#N,2.48213,1.30066,0.943,4.3767,71.8,-0.2626,-0.0012,0.2613,1211.8911,0.124533,-434.073221,-434.064236,-434.063292,-434.108347,31.324
20690,gdb_20691,Cc1nc(=O)cno1,3.9616,1.99977,1.33998,3.0992,59.25,-0.2611,-0.0779,0.1831,842.6443,0.083207,-414.662766,-414.655897,-414.654953,-414.694437,24.119
101840,gdb_101841,CCC(O)CCC1CC1,4.69428,0.57734,0.54069,1.419,90.19,-0.2567,0.0724,0.3291,2147.1651,0.227317,-389.486209,-389.475191,-389.474246,-389.523263,40.288
63484,gdb_63485,CC1(O)CC1(N)CC#N,3.21609,1.06119,0.93427,4.8611,76.48,-0.2369,0.0377,0.2746,1294.8184,0.157019,-419.201397,-419.191264,-419.19032,-419.236206,37.43
39879,gdb_39880,C1CC11C2OC3CC2C13,3.96061,1.51471,1.40081,1.5555,79.43,-0.2367,0.0905,0.3271,985.6072,0.161359,-385.825617,-385.819012,-385.818068,-385.856299,28.135
21506,gdb_21507,c1cnn(c1)C(=O)N,5.13792,1.76957,1.31624,1.7786,61.35,-0.2571,-0.0208,0.2363,854.7929,0.09793,-394.845381,-394.838574,-394.83763,-394.876643,24.847
54057,gdb_54058,NC(=O)C(CC#N)C=O,2.52728,1.14656,0.82518,2.9745,67.14,-0.2747,-0.0637,0.211,1302.8426,0.110915,-454.003382,-453.994115,-453.993171,-454.0386,32.215
12825,gdb_12826,OC12CC1CCOC2,3.33902,1.99754,1.58277,0.5596,67.08,-0.2393,0.0752,0.3145,861.0979,0.15525,-384.926985,-384.919786,-384.918842,-384.957988,28.64
21054,gdb_21055,Cn1c(nc(n1)O)O,3.9739,1.87059,1.28218,3.0737,55.79,-0.2195,0.0367,0.2562,877.8936,0.096799,-431.951867,-431.944498,-431.943554,-431.983605,26.411
4390,gdb_4391,Cc1cncc(=O)o1,3.70029,2.05157,1.33071,3.5539,65.2,-0.2475,-0.0785,0.169,861.3318,0.095786,-398.65257,-398.645822,-398.644878,-398.683605,24.702
94512,gdb_94513,CC1CCN1C(=O)C#N,2.90777,1.23736,0.92649,5.5274,75.97,-0.2657,-0.048,0.2178,1243.1423,0.135608,-418.03446,-418.025341,-418.024397,-418.069214,31.798
11296,gdb_11297,OC1CCC(C1)C#N,4.44184,1.33753,1.18293,5.1408,68.27,-0.2807,0.0402,0.3209,1021.5262,0.14378,-363.893845,-363.886048,-363.885104,-363.926735,28.675
63271,gdb_63272,CC1(C)CC(=O)C11CN1,2.10448,1.62057,1.25231,4.2307,79.98,-0.2325,-0.0262,0.2063,1116.9168,0.168969,-403.134904,-403.12568,-403.124735,-403.168733,35.173
20854,gdb_20855,CCc1noc(=O)o1,6.89344,1.31519,1.1197,4.4891,55.76,-0.2844,-0.0143,0.2701,1005.425,0.094931,-435.765496,-435.758384,-435.75744,-435.797454,24.977
62172,gdb_62173,OC(CNC=O)CC=O,5.13186,0.61937,0.57751,1.4717,71.47,-0.2558,-0.0314,0.2244,1827.9659,0.14509,-476.251986,-476.241793,-476.240849,-476.289023,34.738
127234,gdb_127235,CN1C=C(C=N1)C1CO1,5.7245,0.92507,0.8453,3.5446,77.13,-0.2294,0.0175,0.2469,1360.5265,0.136942,-418.001876,-417.993543,-417.992599,-418.036193,29.529
49239,gdb_49240,O=CC1=CNC2CC2C1,3.57934,1.20681,0.98602,5.5796,83.02,-0.2071,-0.0205,0.1865,1192.2644,0.150008,-401.969797,-401.962081,-401.961136,-402.002111,30.067
76463,gdb_76464,CC1C(C)C11C2CC1O2,2.69158,1.43029,1.15156,1.9197,83.32,-0.2277,0.0784,0.3061,1163.7112,0.181122,-387.000875,-386.991978,-386.991034,-387.034259,34.064
12349,gdb_12350,OC1CN=COC1=O,3.29606,2.3141,1.42484,1.2377,54.52,-0.2768,-0.041,0.2359,802.3532,0.096319,-435.773484,-435.766788,-435.765844,-435.804438,24.727
57616,gdb_57617,CC(C)(CC#C)CC#N,4.15055,0.83833,0.82923,3.5674,84.92,-0.2739,0.0172,0.2911,1442.6881,0.167661,-366.007177,-365.996753,-365.995809,-366.042267,38.409
119521,gdb_119522,CCCC12CC1N=CO2,4.24585,0.96066,0.87667,1.871,78.89,-0.2413,0.0184,0.2597,1393.0454,0.171333,-403.154702,-403.146127,-403.145183,-403.18838,32.397
97541,gdb_97542,CCC#CC(C)(O)C#N,2.59528,0.82948,0.72741,4.0869,82.15,-0.2744,-0.0001,0.2743,1646.3399,0.144253,-401.934459,-401.923754,-401.92281,-401.971437,37.345
8537,gdb_8538,CN1C2C3CC2(C)C13,3.34266,2.24505,1.62722,1.2317,76.36,-0.2036,0.0935,0.2971,861.2294,0.164771,-327.829152,-327.821623,-327.820679,-327.86046,29.486
27991,gdb_27992,Cc1cc(n(c1)C=O)O,3.82206,1.20122,0.91917,2.7631,76.38,-0.2011,-0.039,0.162,1221.6852,0.124363,-437.951645,-437.943487,-437.942543,-437.984269,30.639
45183,gdb_45184,O=C1CN2CC3C2CC13,2.83415,1.88206,1.61707,2.6327,74.38,-0.2118,-0.0155,0.1963,896.0516,0.150726,-401.919162,-401.912709,-401.911765,-401.949787,27.116
28475,gdb_28476,Cc1cnc(nc1N)O,3.17342,1.41828,0.98664,3.2417,75.74,-0.2221,-0.011,0.2112,1147.2378,0.126659,-434.155691,-434.147713,-434.146769,-434.187834,30.801
66388,gdb_66389,C1COCCC1(C=O)O,3.33135,1.17817,1.08128,1.2419,71.92,-0.2506,-0.0411,0.2095,1164.1806,0.159449,-460.181489,-460.173097,-460.172153,-460.214357,32.365
128935,gdb_128936,c1c(con1)NCC#N,7.47746,0.73879,0.67604,1.1495,68.82,-0.2356,-0.02,0.2155,1512.313,0.101915,-432.849516,-432.841651,-432.840707,-432.883029,27.845
24872,gdb_24873,N=C1NC(=CN=C1)C#N,3.49003,1.28765,0.94061,2.0531,79.43,-0.2324,-0.0946,0.1378,1135.8547,0.092059,-411.828113,-411.820942,-411.819998,-411.860013,26.732
9752,gdb_9753,CC1(CO)COC=N1,3.56583,1.65097,1.52339,1.9266,64.12,-0.2515,0.0116,0.2631,898.085,0.142722,-401.013469,-401.005624,-401.00468,-401.045797,28.983
91148,gdb_91149,CC1CC2C=CC(=O)N12,2.39306,2.0069,1.25135,4.1328,77.55,-0.2371,-0.033,0.2041,1012.0679,0.149399,-401.977716,-401.970135,-401.969191,-402.009762,29.539
62620,gdb_62621,CC1(C)N2C3CC1(O)C23,2.24678,1.8955,1.61932,2.2518,77.62,-0.2313,0.0644,0.2957,973.4297,0.169782,-403.088518,-403.080039,-403.079095,-403.120664,34.104
53694,gdb_53695,CC#CCCCC1CO1,5.99295,0.4712,0.45061,1.6011,89.08,-0.2416,0.0613,0.3028,2427.8975,0.180037,-387.049544,-387.038756,-387.037811,-387.088529,36.647
116950,gdb_116951,CCCC#CCC(C)C,5.68097,0.46068,0.44029,0.1387,100.38,-0.2387,0.0586,0.2973,2635.1494,0.226292,-352.352204,-352.340292,-352.339348,-352.391377,42.034
52964,gdb_52965,CC#CC12CC1C(C)O2,5.14048,0.80341,0.75281,1.662,88.62,-0.218,0.0288,0.2468,1587.7206,0.156906,-385.831733,-385.822216,-385.821271,-385.867316,34.424
80530,gdb_80531,OC1C2CC(O)C12C=O,2.29819,1.47332,1.30371,1.3777,70.1,-0.2486,-0.029,0.2196,1053.0229,0.13516,-458.939547,-458.931223,-458.930279,-458.972418,31.615
79434,gdb_79435,CC1C2C3CC2C(=O)C13,2.82383,1.71146,1.32682,3.1873,78.97,-0.2285,-0.0008,0.2276,1014.2756,0.161126,-385.877448,-385.870296,-385.869351,-385.908724,29.283
10999,gdb_11000,CC12CC1C(=N)OC2,4.10144,1.76091,1.50769,3.3961,70.04,-0.2505,0.0282,0.2788,886.1276,0.143595,-363.878418,-363.871258,-363.870314,-363.909515,27.738
129482,gdb_129483,c1nnn(n1)CC(=O)N,4.62034,1.06001,0.93116,3.4262,64.01,-0.2645,-0.0419,0.2226,1185.6511,0.102818,-466.199914,-466.192164,-466.19122,-466.233558,27.433
60391,gdb_60392,CC(C)CCN1CC1C,3.57322,0.66915,0.60628,1.182,94.33,-0.2194,0.0849,0.3043,1985.7535,0.238636,-369.594637,-369.583419,-369.582474,-369.631851,41.147
12371,gdb_12372,CC1=CCOCC1O,2.90242,2.07251,1.40872,1.7539,70.03,-0.2406,0.0162,0.2568,922.9674,0.1544,-384.947299,-384.939471,-384.938527,-384.979145,29.791
50137,gdb_50138,N=C1N(CC11CN1)C=O,3.89033,1.16327,0.96349,3.2802,74.34,-0.2596,-0.0342,0.2254,1187.3077,0.125099,-434.05478,-434.046635,-434.045691,-434.087933,29.522
46316,gdb_46317,N=C1OCC11CCCO1,3.07548,1.33967,1.22375,2.8093,72.77,-0.254,0.0193,0.2734,1090.0017,0.14919,-439.088588,-439.08074,-439.079796,-439.121712,29.543
35034,gdb_35035,N#CC1C2CCC1OC2,3.09958,1.43693,1.3959,3.0628,74.5,-0.2599,0.0282,0.2881,999.4046,0.151135,-401.977478,-401.970343,-401.969399,-402.008989,28.283
48668,gdb_48669,N=C1OCC2(CC12)C=O,3.5543,1.22137,1.09388,2.0529,72.19,-0.2615,-0.0394,0.2221,1110.2123,0.125034,-437.90432,-437.896677,-437.895733,-437.936737,28.691
65828,gdb_65829,CC1(CNC(=O)C1)C#C,3.30584,1.10166,1.07146,3.3881,78.04,-0.242,0.0297,0.2718,1197.521,0.147178,-401.966783,-401.957926,-401.956982,-402.000092,33.811
19486,gdb_19487,C#CC1C2CN=CN12,3.67402,2.0666,1.86618,1.6777,66.98,-0.2399,-0.009,0.2309,756.4484,0.107994,-341.5259,-341.519338,-341.518394,-341.556483,25.159
129349,gdb_129350,N=COC1=NOC(=O)O1,7.28902,0.89799,0.80112,3.7065,56.39,-0.2875,-0.0423,0.2452,1285.9873,0.064848,-525.820888,-525.813506,-525.812562,-525.854088,25.187
8871,gdb_8872,CCN(C)C(=N)C=O,3.73989,1.34397,1.07552,3.5651,72.1,-0.2278,-0.0671,0.1607,1119.191,0.15236,-381.125603,-381.116264,-381.115319,-381.160042,32.397
71594,gdb_71595,CC12CC3C1OCC23C,2.04862,1.95562,1.67408,1.5867,81.81,-0.2309,0.0824,0.3134,994.4514,0.182983,-387.061206,-387.053087,-387.052143,-387.093168,32.7
7288,gdb_7289,CC(=O)C(O)CC#C,3.05305,1.52919,1.09831,2.4741,66.84,-0.2647,-0.03,0.2347,1053.6931,0.126877,-383.72723,-383.71817,-383.717226,-383.761402,32.268
20613,gdb_20614,Cc1c([nH]nn1)C#C,3.55963,1.94393,1.26719,3.768,69.97,-0.242,-0.0329,0.2092,894.3559,0.095543,-357.621106,-357.613688,-357.612743,-357.653463,26.454
14545,gdb_14546,CC1(C=O)C2CCC12,4.5855,1.48434,1.36668,3.2668,73.23,-0.2464,-0.0143,0.2321,956.7786,0.153364,-347.790692,-347.78291,-347.781966,-347.8227,29.305
58573,gdb_58574,CC(C)C1(C)OCC=C1,2.57072,1.29074,1.1809,1.3473,87.21,-0.2288,0.0181,0.2468,1226.566,0.204051,-388.306,-388.296054,-388.29511,-388.340546,37.836
89720,gdb_89721,CC1=CC(O)CC11CN1,2.51678,1.42072,1.06149,2.6976,82.08,-0.2274,0.0072,0.2346,1189.5394,0.17122,-403.13709,-403.128207,-403.127263,-403.170853,34.103
122632,gdb_122633,CCCOC1CCC1C,3.7701,0.72024,0.64958,0.8481,90.37,-0.241,0.085,0.3261,1868.3416,0.227592,-389.484925,-389.474172,-389.473228,-389.521744,38.933
68023,gdb_68024,CC12CC(C)(O1)C1NC21,2.55205,1.85273,1.37708,2.8775,78.51,-0.2253,0.0799,0.3052,1020.371,0.170683,-403.097062,-403.089076,-403.088132,-403.128795,32.728
12266,gdb_12267,CCC1OC(C)C1=O,3.16194,1.49431,1.18316,1.0935,69.12,-0.2498,-0.0291,0.2207,1081.0901,0.151482,-384.950429,-384.94161,-384.940665,-384.984246,31.249
60449,gdb_60450,CC(O)CCCC(C)O,4.07259,0.52162,0.51275,2.7691,86.55,-0.2565,0.0715,0.328,2288.9154,0.225536,-426.636721,-426.6248,-426.623856,-426.67483,42.93
75623,gdb_75624,CN1C(=O)C(O)C11CC1,2.14507,1.73325,1.09042,2.6544,74.2,-0.2333,0.0243,0.2576,1126.9532,0.145849,-439.081286,-439.071851,-439.070906,-439.115755,33.672
29238,gdb_29239,CC1=CNC(=O)OC1=N,3.20913,1.4316,0.99601,4.1204,72.95,-0.235,-0.0378,0.1972,1122.4961,0.113779,-454.022648,-454.014728,-454.013784,-454.055268,29.449
31284,gdb_31285,c1[nH]c(c(n1)CO)CO,1.92496,1.62934,0.93881,2.5284,71.12,-0.2204,0.0168,0.2372,1213.952,0.137494,-455.171093,-455.162269,-455.161325,-455.205384,31.88
31268,gdb_31269,COc1c(ocn1)CN,2.07493,1.64177,0.95495,1.1744,71.82,-0.2081,0.0029,0.211,1210.8789,0.136779,-455.155769,-455.146702,-455.145758,-455.191208,31.493
50820,gdb_50821,N=C(OC=O)C1CCO1,4.55362,0.87527,0.77898,3.7028,67.33,-0.2695,-0.027,0.2425,1413.1172,0.123313,-475.027384,-475.018614,-475.01767,-475.062534,29.823
68501,gdb_68502,CC12CC(N1C=O)C2=O,2.84528,1.36595,1.14038,3.326,71.91,-0.2513,-0.0166,0.2347,1089.7604,0.122325,-437.850485,-437.842165,-437.841221,-437.883569,30.413
28520,gdb_28521,c1cc(nc(c1N)O)O,3.17431,1.40293,0.97403,1.5545,73.63,-0.1863,-0.0063,0.1799,1128.5115,0.114808,-454.024527,-454.016818,-454.015874,-454.056288,30.517
85309,gdb_85310,CC1CC(=O)C2CCC12,2.30261,1.65579,1.1129,2.9553,81.61,-0.2312,-0.0148,0.2164,1151.6082,0.183578,-387.119237,-387.110899,-387.109954,-387.152265,32.58
59382,gdb_59383,CC(C)C1CC(O1)C=O,4.20176,0.82422,0.78756,3.0406,79.54,-0.2452,-0.0326,0.2125,1527.7992,0.179844,-424.224042,-424.21402,-424.213076,-424.260033,35.793
119196,gdb_119197,CCCC1(OC1C)C#C,1.89788,1.21642,0.84118,1.6851,86.18,-0.2566,0.0288,0.2854,1473.4245,0.178669,-387.048371,-387.037764,-387.03682,-387.084265,38.494
120257,gdb_120258,CCCC1C(O)C2CN12,2.93341,1.00876,0.87575,1.7717,81.95,-0.2292,0.0627,0.2919,1437.6216,0.193737,-404.301998,-404.292405,-404.291461,-404.336933,35.744
41918,gdb_41919,C1NC2C3OCC1OC23,2.27588,2.22453,1.90867,1.4656,69.55,-0.1966,0.0595,0.2561,855.0944,0.151545,-439.042951,-439.036319,-439.035375,-439.073714,27.378
7450,gdb_7451,CC(O)C(C)C(N)=O,2.60026,1.64796,1.44717,4.7038,67.75,-0.2492,0.0192,0.2684,996.7219,0.164041,-402.246172,-402.236576,-402.235631,-402.280328,34.928
99856,gdb_99857,CC(O)C(O)(CO)C#C,1.81394,1.44328,1.2034,1.256,72.97,-0.2481,0.0266,0.2747,1177.0964,0.155277,-460.118963,-460.108436,-460.107492,-460.153875,39.327
31404,gdb_31405,CCc1nc[nH]c(=O)n1,2.95039,1.355,0.93916,3.968,73.46,-0.2605,-0.0574,0.2031,1206.3407,0.125959,-434.146877,-434.138874,-434.13793,-434.18005,29.177
103032,gdb_103033,COC1(C#N)C2CC1N2,2.38561,1.78644,1.20434,3.1277,73.32,-0.2577,0.0126,0.2703,1039.7705,0.136005,-417.931139,-417.922954,-417.92201,-417.964,30.513
131801,gdb_131802,c1c(onn1)CCCO,6.34825,0.65384,0.59938,4.9064,70.95,-0.2684,-0.0338,0.2346,1749.4924,0.134934,-455.120156,-455.111171,-455.110227,-455.155557,31.144
43788,gdb_43789,N=C1NC2(CC2)C11CO1,2.48999,1.67826,1.18195,3.3556,75.56,-0.2325,0.0095,0.242,1062.1837,0.13531,-417.950434,-417.942404,-417.94146,-417.982826,31.1
97963,gdb_97964,C(C#CCOC(=O)N)O,5.86991,0.50699,0.4838,3.0084,72.15,-0.2576,0.0262,0.2839,2174.3132,0.121877,-475.020108,-475.009688,-475.008743,-475.058194,34.785
63750,gdb_63751,CC1(O)CC2(CCO2)C1,3.6591,1.11705,1.00999,1.0653,78.86,-0.2362,0.0768,0.313,1257.8062,0.18086,-424.203723,-424.194607,-424.193663,-424.237439,35.26
65514,gdb_65515,CC1(OC2CC12)C1CC1,3.50472,1.19248,1.15626,1.5629,82.02,-0.2293,0.0842,0.3134,1184.5962,0.181883,-387.034958,-387.026481,-387.025537,-387.067907,33.769
92353,gdb_92354,OC1CC2COC(C2)C1,2.80706,1.47804,1.3142,0.5092,76.66,-0.2395,0.0777,0.3171,1063.7355,0.186035,-424.246595,-424.239003,-424.238059,-424.278249,31.241
72676,gdb_72677,CC12COC1(CO2)C#N,2.42726,1.51154,1.4545,3.1376,69.36,-0.2701,-0.0156,0.2545,999.9751,0.123082,-437.855692,-437.847528,-437.846584,-437.888426,30.16
62212,gdb_62213,CC(CNCC#N)C=O,4.27429,0.62197,0.56314,2.7283,77.8,-0.2528,-0.032,0.2208,1883.6256,0.157166,-419.217259,-419.206879,-419.205935,-419.254073,35.354
77958,gdb_77959,CC1C2C(O)C1C2C#C,3.33456,1.19244,0.98753,1.2583,82.74,-0.2491,0.0443,0.2934,1223.4136,0.157768,-385.795676,-385.786679,-385.785735,-385.829174,34.447
22711,gdb_22712,ON=C1CC2(CC12)C#N,4.25923,0.97978,0.88318,3.5027,76.9,-0.2545,-0.0188,0.2356,1268.8724,0.112317,-416.750013,-416.742039,-416.741095,-416.782705,29.994
65171,gdb_65172,CC1(CO1)C1CC1C#N,2.46552,1.41049,1.20496,5.412,76.09,-0.2787,0.0308,0.3095,1111.8052,0.146559,-401.934063,-401.925268,-401.924324,-401.967715,32.726
67688,gdb_67689,CC12C3CCN1C(=O)C23,2.44662,1.85694,1.51289,4.165,75.38,-0.2386,0.0043,0.2429,962.3545,0.149278,-401.952344,-401.944912,-401.943968,-401.984005,29.331
10758,gdb_10759,CC(O)(CO)C1CC1,3.59465,1.35191,1.27914,2.477,70.32,-0.255,0.0664,0.3214,1058.5483,0.175486,-386.124409,-386.115242,-386.114298,-386.157769,34.803
129036,gdb_129037,N=C1C=CN=NN1C=O,2.77764,1.71241,1.05933,5.1223,70.84,-0.259,-0.1045,0.1545,1027.6089,0.089726,-448.909509,-448.902166,-448.901222,-448.942031,26.49
9025,gdb_9026,NC(C#N)C#CC#N,4.80578,0.92498,0.80003,3.9041,69.42,-0.2948,-0.07,0.2248,1293.4249,0.072245,-356.420061,-356.412079,-356.411134,-356.453094,27.063
12293,gdb_12294,C1CC(=O)C(=O)C=C1,3.05422,2.28117,1.36977,5.4299,65.36,-0.2353,-0.0862,0.1491,854.1307,0.107848,-382.582994,-382.576153,-382.575209,-382.614381,25.255
77772,gdb_77773,CC1C2C(=O)C=CC12O,2.38924,1.55316,1.31741,4.2145,74.31,-0.2386,-0.0562,0.1824,1039.3688,0.135161,-421.838093,-421.829869,-421.828925,-421.870489,31.729
55414,gdb_55415,CC(=O)N1CCCC1=O,2.63933,1.51694,0.99462,2.7639,73.79,-0.2564,-0.0232,0.2332,1171.7557,0.148273,-439.174728,-439.166123,-439.165179,-439.208356,31.447
108975,gdb_108976,OCC1=CC2C3CN2C13,5.11046,1.08906,1.01247,1.104,77.27,-0.2158,-0.0046,0.2111,1194.8396,0.148992,-401.856705,-401.849367,-401.848423,-401.888632,29.1
26131,gdb_26132,CC(O)C1=C(O)C=CO1,2.54696,1.31939,1.05149,2.8362,71.55,-0.2059,0.0142,0.2201,1182.2815,0.134604,-458.982852,-458.973659,-458.972715,-459.017218,33.442
16023,gdb_16024,C1C2(N1)COCOC2,3.94453,1.86479,1.5034,2.6577,64.05,-0.2454,0.0737,0.3191,861.9631,0.144642,-400.964944,-400.958212,-400.957268,-400.995731,26.267
71310,gdb_71311,CC12CC3C1C(C#N)N23,3.37923,1.51327,1.20757,4.3458,77.58,-0.2531,0.0081,0.2612,1026.4611,0.136129,-380.791297,-380.783736,-380.782792,-380.823101,29.447
38688,gdb_38689,C1C2OC3OC(C=C3)C12,2.78848,2.0766,1.80633,1.8331,69.55,-0.2379,-0.0022,0.2357,837.3075,0.138855,-421.79906,-421.792878,-421.791934,-421.829214,26.471
115037,gdb_115038,CCC1CC=CN1C=O,2.44145,1.2666,0.89334,4.0138,83.89,-0.21,-0.0007,0.2093,1329.4617,0.171443,-403.192704,-403.183678,-403.182734,-403.226965,33.186
14147,gdb_14148,CC1CC11CCOC1,4.00705,1.49488,1.31068,1.5617,74.68,-0.2463,0.0908,0.3372,1017.9998,0.178045,-348.998396,-348.990448,-348.989504,-349.031031,30.173
78029,gdb_78030,CC1C2C(O)COC12C,2.35635,1.59533,1.27871,1.7614,78.52,-0.2299,0.0672,0.2971,1105.8409,0.181455,-424.215349,-424.205986,-424.205042,-424.24908,35.513
16647,gdb_16648,CC1OC2CC2C1=O,2.97667,2.31079,1.59595,2.0107,64.49,-0.2426,-0.0232,0.2194,829.6906,0.130154,-383.748231,-383.740998,-383.740054,-383.779907,27.224
77362,gdb_77363,OC1C(COC1=N)C=O,3.01553,1.27752,0.95046,1.4058,66.64,-0.2681,-0.0391,0.229,1173.5211,0.123914,-475.044302,-475.035873,-475.034929,-475.07811,30.313
939,gdb_940,c1ccc(cc1)N,5.63915,2.59726,1.78123,1.6318,67.3,-0.1991,0.0086,0.2077,683.6836,0.116849,-287.509315,-287.503525,-287.502581,-287.538453,23.173
91342,gdb_91343,CC1OC2CC(C)=CC12,2.90642,1.33238,1.13259,1.5607,84.89,-0.2328,0.0234,0.2562,1191.877,0.182907,-387.102533,-387.094011,-387.093067,-387.135492,33.114
111809,gdb_111810,OCC1C2CCC1CC2,2.68194,1.30912,1.25406,1.2917,83.78,-0.261,0.0741,0.3351,1165.1113,0.209673,-388.309623,-388.301428,-388.300484,-388.342263,33.011
77676,gdb_77677,CC1C2(C)COCC12C,1.8292,1.61986,1.54575,1.5806,85.58,-0.2407,0.0813,0.322,1126.7465,0.205244,-388.2976,-388.287973,-388.287029,-388.33106,36.948
32953,gdb_32954,COCc1cnc([nH]1)O,3.72186,0.9621,0.88193,0.9596,71.45,-0.2064,0.035,0.2414,1339.8241,0.136826,-455.174714,-455.165969,-455.165025,-455.208921,31.607
105641,gdb_105642,CNC1(CCC1N)C#N,1.99979,1.37641,1.23103,3.7481,80.29,-0.2398,0.0287,0.2685,1185.3466,0.171498,-399.312756,-399.303052,-399.302108,-399.347061,35.937
15863,gdb_15864,CC1CC(O)C1C#C,2.51166,2.08164,1.33693,1.5012,73.33,-0.2523,0.0393,0.2916,962.5224,0.152357,-347.764071,-347.755606,-347.754662,-347.796569,32.231
38220,gdb_38221,C1C2NC11CN=COC21,3.28283,1.81078,1.45751,1.3124,72.21,-0.2469,0.0174,0.2642,904.4537,0.139528,-417.934357,-417.928009,-417.927064,-417.964848,26.333
78170,gdb_78171,CC1C2C1C(=O)OC2C,2.07332,1.78008,1.24753,4.4964,75.3,-0.2587,0.0128,0.2715,1090.7528,0.159742,-423.072341,-423.064004,-423.06306,-423.105093,31.971
13570,gdb_13571,CC1CC1C(=O)C#N,4.05802,1.29899,1.23386,4.3481,68.83,-0.2893,-0.0836,0.2057,1022.1127,0.117836,-362.677467,-362.66939,-362.668446,-362.710342,28.697
98623,gdb_98624,CNC(=O)N1C2CCC12,4.5819,0.96409,0.85872,2.8567,78.58,-0.2266,0.0395,0.2661,1390.6742,0.159214,-419.19706,-419.187923,-419.186979,-419.23268,32.714
52784,gdb_52785,CC#CC1(C)CC(C)O1,2.44615,1.02668,0.82501,1.6337,88.46,-0.2404,0.039,0.2794,1516.8056,0.179255,-387.063991,-387.053352,-387.052408,-387.102576,37.704
69800,gdb_69801,OC12CC1C1CN1C2=O,2.64124,1.92796,1.35156,3.3445,68.14,-0.2512,-0.0239,0.2272,938.8984,0.124597,-437.862744,-437.855361,-437.854417,-437.89435,29.105
124405,gdb_124406,CC(C#C)N1C=CN=N1,3.41528,1.20695,1.01599,4.3966,75.97,-0.2577,-0.0015,0.2562,1171.3798,0.124113,-396.891927,-396.883574,-396.88263,-396.925746,30.44
63872,gdb_63873,CC1(C)CC2NC12C=O,2.5466,1.40583,1.21798,2.6869,80.98,-0.2384,-0.034,0.2044,1131.0924,0.16962,-403.126175,-403.117204,-403.11626,-403.159228,34.51
15892,gdb_15893,CNC1C(C)OC1=N,2.65332,1.99322,1.2636,2.9064,69.88,-0.2299,0.0258,0.2557,995.7073,0.153791,-381.110633,-381.102146,-381.101202,-381.143656,30.793
7529,gdb_7530,CC1CC1(C)CC=O,4.6994,1.08098,1.01774,2.8696,76.09,-0.242,-0.0193,0.2227,1220.0523,0.174254,-349.009631,-349.000195,-348.999251,-349.044059,33.932
26090,gdb_26091,CC(C)(C)c1ncco1,3.08806,1.27606,1.12836,1.2984,80.39,-0.2357,0.0097,0.2454,1182.4065,0.170327,-403.197011,-403.187879,-403.186934,-403.231017,34.438
45497,gdb_45498,O=C1OC2OCC3C2C13,3.17542,1.77686,1.55095,4.5516,62.88,-0.2671,-0.0009,0.2662,868.4144,0.115707,-457.799285,-457.79317,-457.792226,-457.829896,24.506
88708,gdb_88709,CC1OC1C1CC1C#N,3.39301,0.99242,0.83765,5.1411,77.9,-0.2703,0.0238,0.2942,1379.5292,0.146547,-401.932515,-401.9235,-401.922555,-401.967166,32.634
17264,gdb_17265,OC12CC(C1)C21CN1,3.14137,2.16919,1.82213,2.1333,68.77,-0.2365,0.0696,0.3061,805.4633,0.142895,-363.777847,-363.770882,-363.769938,-363.80851,27.95
39813,gdb_39814,C1CC11C2CCCC1O2,2.83774,1.49165,1.48331,1.6139,81.13,-0.2353,0.0798,0.315,1040.2793,0.185002,-387.066843,-387.059296,-387.058352,-387.098535,30.955
59467,gdb_59468,CC(C)C1NC1C1CN1,2.87871,1.01458,0.9514,2.659,85.99,-0.2324,0.0696,0.302,1408.2009,0.206245,-384.425098,-384.415282,-384.414338,-384.460032,36.781
34394,gdb_34395,C#CC12CCC1OCO2,2.69536,1.58662,1.31017,1.4487,73.7,-0.2526,0.0292,0.2818,1017.8691,0.135684,-421.777194,-421.769405,-421.768461,-421.809614,30.123
45138,gdb_45139,O=C1OC2CC2CC=C1,2.80805,1.64329,1.1327,4.5298,74.45,-0.2614,-0.0456,0.2158,1055.7276,0.137443,-421.844654,-421.837299,-421.836355,-421.876555,28.813
67129,gdb_67130,OC12C3CC1=CCOC23,2.4803,1.8925,1.64652,1.8532,74.1,-0.2342,-0.0263,0.2079,906.8972,0.13668,-421.735726,-421.728647,-421.727703,-421.766667,29.12
48034,gdb_48035,C1C(CO1)CC#CC=O,6.3316,0.56853,0.53921,2.7488,80.15,-0.2581,-0.0639,0.1942,1946.5085,0.134198,-421.777313,-421.767846,-421.766902,-421.814817,31.319
